rsp_id,rsp_id2,country,mig_ext_motivo,migrated_yn_5,CARI,income_per_capita_tier,mig_ext_intention,mig_ext_plan_12months,mig_ext_preparacion,motiv_cat
4033,rsp4033-3,HND,9,1,1,2,1,0,,oth-1
4041,rsp4041,GT,1 2 6,1,3,2,1,0,,econ-1
4048,rsp4048,GT,1 2,1,1,3,0,,,econ-1
4049,rsp4049-1,GT,1 3,1,1,2,1,0,,econ-clim-2
4049,rsp4049-2,GT,1 2,1,1,2,1,0,,econ-1
4049,rsp4049-3,GT,1 2,1,1,2,1,0,,econ-1
4051,rsp4051-1,GT,2 1 7,1,1,3,0,,,econ-1
4051,rsp4051-2,GT,1 2 7,1,1,3,0,,,econ-1
4051,rsp4051-3,GT,9,1,1,3,0,,,oth-1
4051,rsp4051-4,GT,1 2,1,1,3,0,,,econ-1
4051,rsp4051-5,GT,9,1,1,3,0,,,oth-1
4059,rsp4059,GT,1 2 7,1,2,4,1,0,,econ-1
4063,rsp4063,GT,1 2,1,1,5,0,,,econ-1
4076,rsp4076,GT,2,1,2,3,0,,,econ-1
4080,rsp4080-1,HND,16,1,3,2,1,0,,oth-1
4080,rsp4080-2,HND,1 6,1,3,2,1,0,,econ-1
4081,rsp4081,HND,2 1,1,3,3,1,0,,econ-1
4082,rsp4082,HND,2 1 8,1,3,3,0,,,econ-1
4083,rsp4083-1,HND,1 2 9,1,1,1,0,,,econ-oth-2
4083,rsp4083-2,HND,1 2 9,1,1,1,0,,,econ-oth-2
4084,rsp4084,HND,1 2 8,1,3,3,1,1,1,econ-1
4086,rsp4086,HND,2 1,1,1,2,0,,,econ-1
4089,rsp4089,HND,1 2 3,1,1,1,0,,,econ-clim-2
4092,rsp4092,HND,1 7 8,1,3,1,1,1,1,econ-1
4096,rsp4096-1,HND,1,1,3,2,0,,,econ-1
4096,rsp4096-2,HND,1,1,3,2,0,,,econ-1
4096,rsp4096-3,HND,1,1,3,2,0,,,econ-1
4097,rsp4097-1,HND,1,1,2,1,1,0,,econ-1
4097,rsp4097-2,HND,1 2,1,2,1,1,0,,econ-1
4097,rsp4097-3,HND,1,1,2,1,1,0,,econ-1
4098,rsp4098,HND,1,1,2,4,0,,,econ-1
4099,rsp4099-1,HND,1 2,1,3,2,0,,,econ-1
4099,rsp4099-2,HND,1 6 8,1,3,2,0,,,econ-1
4100,rsp4100,HND,1 2 7,1,1,4,1,99,,econ-1
4101,rsp4101-1,HND,1 2 6,1,3,1,1,1,0,econ-1
4101,rsp4101-2,HND,1 6,1,3,1,1,1,0,econ-1
4106,rsp4106,GT,1 7 8,1,1,3,1,1,1,econ-1
4108,rsp4108,GT,1,1,1,2,0,,,econ-1
4110,rsp4110,GT,1,1,2,4,0,,,econ-1
4111,rsp4111,GT,1 7,1,1,1,0,,,econ-1
4113,rsp4113,HND,1 2 7,1,2,5,1,0,,econ-1
4115,rsp4115,GT,1 11,1,2,3,0,,,econ-sec-2
4121,rsp4121,HND,1 8,1,2,5,1,99,,econ-1
4124,rsp4124,HND,1 6 2,1,1,4,1,0,,econ-1
4126,rsp4126,HND,1 7 8,1,1,5,0,,,econ-1
4137,rsp4137,GT,1 6,1,2,2,0,,,econ-1
4140,rsp4140,GT,1,1,1,4,1,0,,econ-1
4142,rsp4142,GT,1,1,2,4,0,,,econ-1
4147,rsp4147,GT,2 1 8,1,1,2,1,0,,econ-1
4154,rsp4154,GT,1 2 8,1,1,4,0,,,econ-1
4157,rsp4157,HND,1 8 16,1,2,4,1,0,,econ-oth-2
4164,rsp4164,HND,2,1,1,3,1,0,,econ-1
4166,rsp4166,HND,1 2,1,1,4,1,0,,econ-1
4170,rsp4170-1,HND,12,1,1,4,1,1,0,reun-1
4170,rsp4170-2,HND,12,1,1,4,1,1,0,reun-1
4172,rsp4172,HND,1 6 2,1,1,5,0,,,econ-1
4178,rsp4178,HND,1 6,1,3,4,0,,,econ-1
4184,rsp4184,HND,7 2,1,2,2,1,0,,econ-1
4188,rsp4188,HND,1 2,1,2,2,1,1,0,econ-1
4189,rsp4189,HND,1 2,1,2,2,1,1,0,econ-1
4190,rsp4190-1,HND,1 2,1,3,2,0,,,econ-1
4190,rsp4190-2,HND,1 2,1,3,2,0,,,econ-1
4201,rsp4201-1,SLV,15,1,1,6,0,,,oth-1
4201,rsp4201-2,SLV,15,1,1,6,0,,,oth-1
4204,rsp4204,SLV,1 8 7,1,2,4,1,0,,econ-1
4206,rsp4206,SLV,1,1,2,5,0,,,econ-1
4207,rsp4207,SLV,11,1,1,5,1,0,,sec-1
4218,rsp4218,SLV,1 16,1,2,4,1,0,,econ-oth-2
4226,rsp4226-1,SLV,1 2,1,1,1,1,0,,econ-1
4226,rsp4226-2,SLV,1 2,1,1,1,1,0,,econ-1
4227,rsp4227,SLV,1 2,1,1,2,1,1,1,econ-1
4228,rsp4228,SLV,12,1,3,2,1,0,,reun-1
4231,rsp4231-1,HND,1,1,2,1,0,,,econ-1
4231,rsp4231-2,HND,1 7 8,1,2,1,0,,,econ-1
4233,rsp4233,HND,1,1,1,3,1,0,,econ-1
4234,rsp4234,HND,1 2 7,1,1,2,1,1,0,econ-1
4237,rsp4237-1,SLV,1 2 8,1,2,1,1,1,0,econ-1
4237,rsp4237-2,SLV,1 9 7,1,2,1,1,1,0,econ-oth-2
4239,rsp4239,SLV,1 8,1,1,1,1,0,,econ-1
4240,rsp4240,SLV,1 16 7,1,1,1,1,0,,econ-oth-2
4241,rsp4241,SLV,1 7 14,1,1,3,1,0,,econ-oth-2
4250,rsp4250,SLV,2 1,1,1,2,1,0,,econ-1
4256,rsp4256,SLV,1 2 7,1,2,3,0,,,econ-1
4259,rsp4259,SLV,1 7 8,1,2,4,1,0,,econ-1
4260,rsp4260,HND,1 6 7,1,2,1,1,0,,econ-1
4261,rsp4261,HND,1 2 7,1,1,2,1,0,,econ-1
4262,rsp4262,HND,1 2 7,1,2,2,1,0,,econ-1
4263,rsp4263,HND,1 2 7,1,2,2,0,,,econ-1
4264,rsp4264,HND,1 2 7,1,1,2,1,0,,econ-1
4267,rsp4267,HND,1,1,1,1,1,0,,econ-1
4273,rsp4273,SLV,1 2 6,1,1,4,0,,,econ-1
4274,rsp4274-1,SLV,1 6 7,1,1,4,1,0,,econ-1
4274,rsp4274-2,SLV,1 6 16,1,1,4,1,0,,econ-oth-2
4276,rsp4276,SLV,1 2,1,2,4,1,0,,econ-1
4290,rsp4290-1,SLV,1 8,1,2,3,1,0,,econ-1
4290,rsp4290-2,SLV,16,1,2,3,1,0,,oth-1
4294,rsp4294,SLV,1 7,1,2,2,0,,,econ-1
4295,rsp4295-1,SLV,12,1,1,3,0,,,reun-1
4295,rsp4295-2,SLV,1,1,1,3,0,,,econ-1
4295,rsp4295-3,SLV,12,1,1,3,0,,,reun-1
4304,rsp4304,SLV,2 1,1,2,2,1,0,,econ-1
4308,rsp4308,SLV,1 2,1,1,3,1,0,,econ-1
4310,rsp4310,SLV,1 6,1,1,3,1,0,,econ-1
4311,rsp4311,SLV,1,1,1,3,1,0,,econ-1
4313,rsp4313,SLV,1 8,1,1,4,0,,,econ-1
4317,rsp4317,SLV,1 2,1,2,4,1,0,,econ-1
4323,rsp4323,SLV,1,1,2,2,1,0,,econ-1
4325,rsp4325-1,SLV,2 7,1,1,4,1,0,,econ-1
4325,rsp4325-2,SLV,8 9,1,1,4,1,0,,econ-oth-2
4325,rsp4325-3,SLV,1 7,1,1,4,1,0,,econ-1
4325,rsp4325-4,SLV,8 9,1,1,4,1,0,,econ-oth-2
4326,rsp4326,SLV,1 8,1,2,4,0,,,econ-1
4327,rsp4327-1,SLV,16,1,1,3,1,0,,oth-1
4327,rsp4327-2,SLV,16,1,1,3,1,0,,oth-1
4328,rsp4328-1,SLV,1 2 8,1,1,4,1,0,,econ-1
4328,rsp4328-2,SLV,1 3 8,1,1,4,1,0,,econ-clim-2
4330,rsp4330,SLV,1 7,1,2,3,0,,,econ-1
4335,rsp4335,SLV,16,1,1,4,1,0,,oth-1
4340,rsp4340,SLV,1 2,1,1,4,0,,,econ-1
4350,rsp4350,HND,1 2 6,1,2,3,0,,,econ-1
4351,rsp4351,HND,2 1 7,1,2,3,0,,,econ-1
4352,rsp4352,HND,2 1,1,2,3,0,,,econ-1
4353,rsp4353,HND,1,1,2,1,0,,,econ-1
4357,rsp4357,HND,1 3 2,1,2,2,1,1,0,econ-clim-2
4363,rsp4363,SLV,1 2 6,1,2,1,1,0,,econ-1
4364,rsp4364,SLV,1,1,2,4,1,0,,econ-1
4365,rsp4365,SLV,1,1,1,3,0,,,econ-1
4368,rsp4368-1,SLV,16,1,2,3,1,1,0,oth-1
4368,rsp4368-2,SLV,1 8,1,2,3,1,1,0,econ-1
4368,rsp4368-3,SLV,1 8,1,2,3,1,1,0,econ-1
4369,rsp4369,SLV,1 12 6,1,1,4,1,0,,econ-reun-2
4370,rsp4370,SLV,2 1,1,1,2,0,,,econ-1
4371,rsp4371-1,SLV,2 1,1,1,1,0,,,econ-1
4371,rsp4371-2,SLV,7 2 1,1,1,1,0,,,econ-1
4375,rsp4375,SLV,1,1,2,4,0,,,econ-1
4376,rsp4376,SLV,1,1,2,1,0,,,econ-1
4388,rsp4388,HND,1 2 6,1,1,1,0,,,econ-1
4390,rsp4390-1,HND,2 1 7,1,1,1,0,,,econ-1
4390,rsp4390-2,HND,2 1,1,1,1,0,,,econ-1
4391,rsp4391,HND,1 2,1,1,1,0,,,econ-1
4392,rsp4392,HND,1 2 6,1,1,1,0,,,econ-1
4396,rsp4396,GT,1 2,1,2,1,0,,,econ-1
4401,rsp4401,GT,1 2,1,2,1,1,0,,econ-1
4403,rsp4403,GT,1,1,1,3,0,,,econ-1
4409,rsp4409,GT,1 2,1,2,3,1,0,,econ-1
4422,rsp4422,HND,11,1,1,4,1,0,,sec-1
4424,rsp4424,HND,1,1,1,4,1,0,,econ-1
4428,rsp4428,HND,1 2,1,1,4,1,99,,econ-1
4429,rsp4429,HND,1,1,1,1,1,1,0,econ-1
4432,rsp4432-1,HND,9,1,2,1,0,,,oth-1
4432,rsp4432-2,HND,9,1,2,1,0,,,oth-1
4432,rsp4432-3,HND,15,1,2,1,0,,,oth-1
4434,rsp4434,HND,9 1 2,1,1,1,1,0,,econ-oth-2
4436,rsp4436,HND,1 2,1,1,1,1,0,,econ-1
4438,rsp4438,HND,1 2,1,2,2,0,,,econ-1
4443,rsp4443,HND,2,1,2,2,0,,,econ-1
4449,rsp4449-1,GT,7 8,1,1,5,1,0,,econ-1
4449,rsp4449-2,GT,7 6 8,1,1,5,1,0,,econ-1
4449,rsp4449-3,GT,1 2 8,1,1,5,1,0,,econ-1
4456,rsp4456,GT,1 2 3,1,3,1,0,,,econ-clim-2
4463,rsp4463,HND,1 7 14,1,1,5,1,0,,econ-oth-2
4464,rsp4464-1,HND,1 2 6,1,1,4,0,,,econ-1
4464,rsp4464-2,HND,1 2 7,1,1,4,0,,,econ-1
4480,rsp4480,SLV,8,1,2,2,0,,,econ-1
4489,rsp4489-1,SLV,2 11,1,2,4,1,99,,econ-sec-2
4489,rsp4489-2,SLV,2 11,1,2,4,1,99,,econ-sec-2
4499,rsp4499,SLV,1,1,2,4,0,,,econ-1
4508,rsp4508,SLV,1 2,1,1,5,0,,,econ-1
4510,rsp4510,SLV,2 11,1,3,3,0,,,econ-sec-2
4515,rsp4515,SLV,1 11,1,2,4,0,,,econ-sec-2
4521,rsp4521,SLV,1 7,1,2,4,0,,,econ-1
4526,rsp4526,SLV,1 2,1,2,3,1,1,1,econ-1
4532,rsp4532,SLV,1,1,2,1,1,0,,econ-1
4533,rsp4533,SLV,1 8 7,1,1,4,1,0,,econ-1
4538,rsp4538,SLV,1 2,1,1,1,1,0,,econ-1
4540,rsp4540,SLV,1 2,1,2,3,0,,,econ-1
4544,rsp4544,SLV,12,1,2,2,1,0,,reun-1
4553,rsp4553-1,SLV,1 2,1,3,4,0,,,econ-1
4553,rsp4553-2,SLV,16,1,3,4,0,,,oth-1
4553,rsp4553-3,SLV,16 1 2,1,3,4,0,,,econ-oth-2
4553,rsp4553-4,SLV,1 2,1,3,4,0,,,econ-1
4560,rsp4560-1,SLV,1 2 11,1,1,3,1,1,0,econ-sec-2
4560,rsp4560-2,SLV,1 2 16,1,1,3,1,1,0,econ-oth-2
4560,rsp4560-3,SLV,1 2 16,1,1,3,1,1,0,econ-oth-2
4560,rsp4560-4,SLV,1 2 9,1,1,3,1,1,0,econ-oth-2
4569,rsp4569-1,SLV,1 2 8,1,2,2,1,1,0,econ-1
4569,rsp4569-2,SLV,9 12,1,2,2,1,1,0,reun-oth-2
4573,rsp4573,SLV,1 2 8,1,1,4,1,0,,econ-1
4578,rsp4578,SLV,1,1,1,5,1,0,,econ-1
4581,rsp4581,SLV,1 2 8,1,1,6,1,0,,econ-1
4588,rsp4588,SLV,12,1,2,4,1,0,,reun-1
4592,rsp4592,SLV,1 6 7,1,1,4,1,0,,econ-1
4596,rsp4596,SLV,1,1,1,4,0,,,econ-1
4605,rsp4605,SLV,11 1 9,1,1,1,0,,,sec-oth-2
4610,rsp4610,SLV,1 7 8,1,2,3,0,,,econ-1
4612,rsp4612,SLV,1 7 6,1,1,2,1,0,,econ-1
4614,rsp4614,SLV,1,1,2,1,1,0,,econ-1
4620,rsp4620,SLV,1 8,1,1,3,1,0,,econ-1
4623,rsp4623-1,SLV,1 8,1,1,4,1,0,,econ-1
4623,rsp4623-2,SLV,1 8,1,1,4,1,0,,econ-1
4623,rsp4623-3,SLV,12,1,1,4,1,0,,reun-1
4625,rsp4625-1,SLV,16,1,2,4,1,0,,oth-1
4625,rsp4625-2,SLV,1 7,1,2,4,1,0,,econ-1
4626,rsp4626,SLV,7 1,1,1,3,1,0,,econ-1
4627,rsp4627-1,SLV,11 16,1,1,3,1,0,,sec-oth-2
4627,rsp4627-2,SLV,11 16,1,1,3,1,0,,sec-oth-2
4630,rsp4630-1,HND,1,1,2,1,1,0,,econ-1
4630,rsp4630-2,HND,1,1,2,1,1,0,,econ-1
4630,rsp4630-3,HND,1,1,2,1,1,0,,econ-1
4632,rsp4632,HND,1,1,3,2,1,0,,econ-1
4635,rsp4635,HND,1,1,3,1,1,0,,econ-1
4637,rsp4637,HND,1 7 8,1,2,1,1,0,,econ-1
4638,rsp4638,HND,8 6 7,1,2,1,0,,,econ-1
4645,rsp4645,GT,1,1,1,5,99,,,econ-1
4648,rsp4648,GT,1 2 7,1,2,1,1,0,,econ-1
4654,rsp4654,GT,1 2,1,2,4,0,,,econ-1
4661,rsp4661,HND,2 3,1,2,1,1,0,,econ-clim-2
4665,rsp4665,GT,2 7,1,2,5,1,0,,econ-1
4667,rsp4667,GT,2 1 7,1,3,1,0,,,econ-1
4668,rsp4668,GT,1 2 7,1,1,3,0,,,econ-1
4672,rsp4672,GT,1 3 6,1,3,1,0,,,econ-clim-2
4684,rsp4684,GT,1 8,1,1,5,1,0,,econ-1
4694,rsp4694,GT,1 8,1,1,4,1,0,,econ-1
4696,rsp4696,SLV,16,1,2,4,1,0,,oth-1
4699,rsp4699,SLV,2 1 8,1,1,4,1,0,,econ-1
4703,rsp4703-1,SLV,1 7 11,1,2,4,1,0,,econ-sec-2
4703,rsp4703-2,SLV,1 7 11,1,2,4,1,0,,econ-sec-2
4703,rsp4703-3,SLV,9 11,1,2,4,1,0,,sec-oth-2
4706,rsp4706,SLV,1 8 7,1,1,1,1,0,,econ-1
4713,rsp4713,GT,1 6 8,1,1,4,1,0,,econ-1
4714,rsp4714,GT,6 3 1,1,1,4,0,,,econ-clim-2
4718,rsp4718-1,SLV,1,1,2,4,1,0,,econ-1
4718,rsp4718-2,SLV,1,1,2,4,1,0,,econ-1
4718,rsp4718-3,SLV,1,1,2,4,1,0,,econ-1
4718,rsp4718-4,SLV,1 12,1,2,4,1,0,,econ-reun-2
4719,rsp4719,SLV,1 2,1,2,4,1,0,,econ-1
4723,rsp4723,SLV,2 1 11,1,2,4,0,,,econ-sec-2
4725,rsp4725,SLV,12,1,1,3,1,1,1,reun-1
4726,rsp4726-1,GT,1 2 6,1,1,4,1,0,,econ-1
4726,rsp4726-2,GT,1 2 7,1,1,4,1,0,,econ-1
4738,rsp4738,SLV,1 2 11,1,2,4,1,0,,econ-sec-2
4740,rsp4740-1,SLV,1 2 7,1,2,4,1,1,1,econ-1
4740,rsp4740-2,SLV,1 2 7,1,2,4,1,1,1,econ-1
4743,rsp4743,SLV,1,1,1,2,99,,,econ-1
4747,rsp4747,GT,1 2 6,1,2,2,0,,,econ-1
4751,rsp4751,SLV,1 2 6,1,2,3,1,0,,econ-1
4758,rsp4758,SLV,1 2,1,2,4,1,0,,econ-1
4773,rsp4773,SLV,12 16,1,1,4,0,,,reun-oth-2
4775,rsp4775-1,SLV,1 2,1,2,4,1,0,,econ-1
4775,rsp4775-2,SLV,1 2 7,1,2,4,1,0,,econ-1
4780,rsp4780,SLV,1,1,1,6,1,1,1,econ-1
4787,rsp4787,SLV,1,1,2,6,1,0,,econ-1
4803,rsp4803,SLV,16 1 11,1,2,4,1,0,,sec-oth-2
4805,rsp4805,SLV,1 11,1,2,4,0,,,econ-sec-2
4815,rsp4815,GT,1 6,1,1,5,0,,,econ-1
4820,rsp4820,GT,2 1 8,1,2,4,0,,,econ-1
4821,rsp4821,GT,1 2,1,1,4,0,,,econ-1
4826,rsp4826,GT,1 2 7,1,2,1,0,,,econ-1
4827,rsp4827,GT,2 1 7,1,2,3,0,,,econ-1
4828,rsp4828,GT,1 2 7,1,2,3,0,,,econ-1
4838,rsp4838,SLV,1 6,1,1,3,0,,,econ-1
4853,rsp4853,GT,1 7,1,2,4,0,,,econ-1
4856,rsp4856,SLV,1,1,1,2,1,0,,econ-1
4857,rsp4857,SLV,1,1,1,2,0,,,econ-1
4864,rsp4864,SLV,1 13,1,1,1,0,,,econ-oth-2
4867,rsp4867,SLV,1 7 9,1,3,4,1,1,1,econ-oth-2
4876,rsp4876-1,SLV,1 7,1,2,4,1,0,,econ-1
4876,rsp4876-2,SLV,1 7,1,2,4,1,0,,econ-1
4876,rsp4876-3,SLV,1 7,1,2,4,1,0,,econ-1
4878,rsp4878,SLV,15,1,1,5,0,,,oth-1
4879,rsp4879,SLV,2 1,1,1,4,1,0,,econ-1
4885,rsp4885-1,SLV,13 15,1,2,4,0,,,econ-oth-2
4885,rsp4885-2,SLV,15,1,2,4,0,,,oth-1
4887,rsp4887-1,SLV,12,1,1,5,0,,,reun-1
4887,rsp4887-2,SLV,12,1,1,5,0,,,reun-1
4887,rsp4887-3,SLV,1 2,1,1,5,0,,,econ-1
4903,rsp4903,SLV,1 2 7,1,1,2,1,1,0,econ-1
4908,rsp4908,SLV,15,1,1,5,1,0,,oth-1
4912,rsp4912,SLV,15,1,1,2,1,0,,oth-1
4916,rsp4916,SLV,8,1,1,4,0,,,econ-1
4942,rsp4942,SLV,1,1,1,5,0,,,econ-1
4945,rsp4945,SLV,1,1,2,5,0,,,econ-1
4957,rsp4957-1,SLV,1 12 2,1,1,5,1,0,,econ-reun-2
4957,rsp4957-2,SLV,1 2 9,1,1,5,1,0,,econ-oth-2
4959,rsp4959,SLV,1 2 11,1,2,4,1,0,,econ-sec-2
4964,rsp4964,SLV,1 2 8,1,2,2,0,,,econ-1
4966,rsp4966-1,SLV,1 2,1,2,4,1,1,1,econ-1
4966,rsp4966-2,SLV,1,1,2,4,1,1,1,econ-1
4970,rsp4970,SLV,1,1,2,3,99,,,econ-1
4975,rsp4975-1,SLV,8,1,2,4,1,0,,econ-1
4975,rsp4975-2,SLV,1 2 8,1,2,4,1,0,,econ-1
4982,rsp4982,HND,1 6 8,1,1,2,0,,,econ-1
4983,rsp4983-1,HND,1 6,1,1,1,0,,,econ-1
4983,rsp4983-2,HND,1,1,1,1,0,,,econ-1
4983,rsp4983-3,HND,1 6 7,1,1,1,0,,,econ-1
